Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Diversity_Loss           Disc_Loss                Disc_Grad_Penalty        Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Disc_Logit_Loss          Disc_Weight_Decay        Enc_Loss                 Disc_Reward_Mean         Disc_Reward_Std          Enc_Reward_Mean          Enc_Reward_Std           Adv_Mean                 Adv_Std                  Obs_Norm_Mean            Obs_Norm_Std             Exp_Prob                 
2000                     2.5745013770792218       262275072                0.0                      294.7449951171875        4098                     0.0                      291.9180603027344        88364                    -0.0191835705190897      0.9338831305503845       -0.019391383975744247    0.1535598784685135       1.0008354187011719       3.7143070130696287e-06   0.9817320108413696       0.36390775442123413      0.02468813955783844      0.99334716796875         0.999743640422821        -1.4273213148117065      1.5176714658737183       0.3642945885658264       104.93110656738281       -0.5506427884101868      0.445023775100708        0.17794235050678253      0.5486503839492798       0.1002902090549469       -0.043408945202827454    1.070103645324707        0.3205457925796509       0.3024803400039673       1.0                      
2200                     2.8218364351325564       288489472                0.0                      294.4488525390625        4097                     0.0                      292.4596862792969        88184                    0.08806529641151428      1.0143593549728394       -0.013605593703687191    0.1655120849609375       1.0008679628372192       1.0348607247578911e-05   0.9804463386535645       0.37087929248809814      0.024855591356754303     0.9931274652481079       0.999768078327179        -1.3935692310333252      1.479423999786377        0.3607691526412964       104.13368225097656       -0.5534167885780334      0.4556017518043518       0.180008664727211        0.5516319870948792       0.10212067514657974      -0.016186803579330444    1.1184419393539429       0.3203345239162445       0.3047432601451874       1.0                      
2400                     3.0710758903953765       314703872                0.0                      294.4254455566406        4099                     0.0                      292.6675720214844        88086                    -0.03415569290518761     0.8783807158470154       -0.009454933926463127    0.17802277207374573      1.0007679462432861       4.863737103733001e-06    0.9798895120620728       0.37424013018608093      0.024925095960497856     0.993481457233429        0.9997802972793579       -1.3773139715194702      1.4566410779953003       0.35937467217445374      104.50646209716797       -0.5548563599586487      0.46971866488456726      0.1751173883676529       0.5524117946624756       0.09934290498495102      0.007764238864183426     1.030499815940857        0.3201048672199249       0.3069096803665161       1.0                      
2600                     3.3196353274583816       340918272                0.0                      294.57525634765625       4099                     0.0                      293.00860595703125       87966                    0.35766270756721497      1.2767318487167358       -0.019474653527140617    0.169902041554451        1.0009626150131226       8.811182851786725e-06    0.9788370132446289       0.3775571286678314       0.024988282471895218     0.99365234375            0.99969482421875         -1.3643484115600586      1.4404373168945312       0.3612607717514038       106.63362121582031       -0.5574758648872375      0.4687764048576355       0.1595645248889923       0.5557024478912354       0.09875421971082687      -0.01919391006231308     1.2211192846298218       0.319854199886322        0.30914372205734253      1.0                      
2800                     3.5687613873349298       367132672                0.0                      294.986572265625         4097                     0.0                      293.0592346191406        87980                    -0.13520382344722748     0.7786290645599365       -0.013800255954265594    0.17492981255054474      1.0006705522537231       1.3721105460717808e-05   0.978297233581543        0.3807785212993622       0.025016430765390396     0.9937378168106079       0.999768078327179        -1.3480173349380493      1.4240362644195557       0.3580133020877838       108.5252914428711        -0.5607851147651672      0.48482316732406616      0.1722453236579895       0.5586947798728943       0.09884879738092422      0.048422813415527344     0.9741571545600891       0.3196426033973694       0.3111436069011688       1.0                      
3000                     3.8153275485833484       393347072                0.0                      295.6710510253906        4098                     0.0                      293.6282958984375        87814                    0.30052071809768677      1.1930092573165894       -0.017316848039627075    0.16130676865577698      1.0011945962905884       7.949503924464807e-06    0.9779374003410339       0.3844674527645111       0.025108981877565384     0.99334716796875         0.99981689453125         -1.332536220550537       1.4040981531143188       0.3614971339702606       109.1854019165039        -0.5595018267631531      0.47709399461746216      0.15896867215633392      0.5572293996810913       0.09796465188264847      -0.0168466754257679      1.19208824634552         0.31946516036987305      0.3131919503211975       1.0                      
3200                     4.064218744039535        419561472                0.0                      295.92364501953125       4098                     0.0                      293.9092712402344        87721                    0.24567799270153046      1.136361002922058        -0.021683258935809135    0.16870270669460297      1.0007274150848389       1.0433016541355755e-05   0.977262020111084        0.3855911195278168       0.0251857191324234       0.99420166015625         0.9999023675918579       -1.329545021057129       1.3941322565078735       0.36949610710144043      110.14349365234375       -0.5593909621238708      0.48705506324768066      0.1537630409002304       0.5573477149009705       0.09744857996702194      -0.026662711054086685    1.1862335205078125       0.3193169832229614       0.3152101933956146       1.0                      
3400                     4.311158265007867        445775872                0.0                      296.62445068359375       4098                     0.0                      294.26959228515625       87583                    -0.07346080988645554     0.7886002659797668       -0.008077360689640045    0.1922958344221115       1.0002714395523071       1.1196875675523188e-05   0.9765155911445618       0.3893245458602905       0.025141442194581032     0.9939331412315369       0.999890148639679        -1.3110898733139038      1.377408504486084        0.376264363527298        111.2966537475586        -0.5601212978363037      0.4936066269874573       0.15618589520454407      0.5576511025428772       0.09817350655794144      0.01502225361764431      1.0113048553466797       0.31917092204093933      0.31718361377716064      1.0                      
3600                     4.558224704066912        471990272                0.0                      295.991455078125         4097                     0.0                      294.8514404296875        87428                    -0.11026091873645782     0.7437729239463806       -0.01589159667491913     0.19951172173023224      1.0003511905670166       9.584643521520775e-06    0.9759966731071472       0.3915286958217621       0.025192860513925552     0.9942260980606079       0.9997925162315369       -1.3001230955123901      1.363308072090149        0.36956867575645447      112.043212890625         -0.5591572523117065      0.49795547127723694      0.15515924990177155      0.5571420788764954       0.09777142852544785      -0.005533612333238125    0.9144246578216553       0.31905511021614075      0.3190617263317108       1.0                      
3800                     4.8063553555806475       498204672                0.0                      297.1081237792969        4097                     0.0                      294.80035400390625       87429                    0.39587926864624023      1.2484842538833618       -0.019958769902586937    0.17017975449562073      1.00176203250885         1.204260752274422e-05    0.9755809903144836       0.3943686783313751       0.025156641378998756     0.993847668170929        0.9997925162315369       -1.28805673122406        1.3464422225952148       0.3739645183086395       111.2837905883789        -0.5608980059623718      0.5044406652450562       0.15876147150993347      0.5587525963783264       0.09899269789457321      0.024000011384487152     1.2582497596740723       0.31892579793930054      0.3208630681037903       1.0                      
4000                     5.0527358583609265       524419072                0.0                      296.1855163574219        4097                     0.0                      294.49951171875          87509                    0.23206746578216553      1.06549072265625         -0.01214078813791275     0.20889130234718323      1.0004935264587402       1.133527621277608e-05    0.9743713736534119       0.39609065651893616      0.02519199252128601      0.993945300579071        0.999682605266571        -1.277953028678894       1.33739173412323         0.37144142389297485      111.6063461303711        -0.5603470206260681      0.5174959301948547       0.16217096149921417      0.5588808655738831       0.09702614694833755      0.07109564542770386      1.1081645488739014       0.31891536712646484      0.3209730386734009       1.0                      
4200                     5.303281538618935        550633472                0.0                      295.906982421875         4097                     0.0                      294.14617919921875       87581                    0.5353825092315674       1.3591458797454834       -0.02099829912185669     0.17933045327663422      1.0016050338745117       1.1470448043837678e-05   0.9741742014884949       0.39754149317741394      0.025313405320048332     0.993823230266571        0.9996704459190369       -1.274796485900879       1.3332792520523071       0.3752090036869049       113.07855224609375       -0.5580945014953613      0.513096809387207        0.16069364547729492      0.555915355682373        0.09791232645511627      -0.0052905818447470665   1.2510342597961426       0.31891536712646484      0.3209730386734009       1.0                      
4400                     5.553552529348267        576847872                0.0                      296.2794189453125        4098                     0.0                      294.75701904296875       87423                    0.266595721244812        1.0878592729568481       -0.018054725602269173    0.18193665146827698      0.9994134902954102       1.2041902664350346e-05   0.9732779860496521       0.39727792143821716      0.025234779343008995     0.994030773639679        0.999804675579071        -1.2755005359649658      1.3297122716903687       0.38055428862571716      116.09307098388672       -0.5579198002815247      0.5065498352050781       0.14661860466003418      0.5562186241149902       0.09775163233280182      0.011198910884559155     1.165870189666748        0.31891536712646484      0.3209730386734009       1.0                      
4600                     5.802758628990915        603062272                0.0                      297.41552734375          4096                     0.0                      295.045166015625         87345                    0.07670839875936508      0.9079779982566833       -0.011990554630756378    0.18403016030788422      1.0016781091690063       9.464672075409908e-06    0.9718270301818848       0.3969343602657318       0.025308970361948013     0.994677722454071        0.9996582269668579       -1.2816346883773804      1.3350366353988647       0.39580485224723816      120.03121185302734       -0.5607901811599731      0.502804160118103        0.14704857766628265      0.5587266087532043       0.09703736752271652      0.011698643676936626     1.0771105289459229       0.31891536712646484      0.3209730386734009       1.0                      
4800                     6.051206768684917        629276672                0.0                      296.5968017578125        4097                     0.0                      295.31549072265625       87282                    -0.05008171126246452     0.7954702973365784       -0.012139189057052135    0.205078125              1.0015565156936646       1.81972482096171e-05     0.9715515375137329       0.3973228335380554       0.02530784346163273      0.99444580078125         0.999499499797821        -1.2798845767974854      1.3345445394515991       0.4038456380367279       123.72415924072266       -0.5640053153038025      0.5021740794181824       0.14418195188045502      0.5620085000991821       0.09531252086162567      0.003960571717470884     0.9727715849876404       0.31891536712646484      0.3209730386734009       1.0                      
5000                     6.300499869651264        655491072                0.0                      296.378662109375         4096                     0.0                      294.9783020019531        87370                    0.6397387385368347       1.473708987236023        -0.022367846220731735    0.16218720376491547      1.0018202066421509       1.3538708117266651e-05   0.9709197878837585       0.39799824357032776      0.02533002197742462      0.994006335735321        0.999743640422821        -1.2779101133346558      1.3319216966629028       0.4038541913032532       124.7764892578125        -0.5603187084197998      0.5119057893753052       0.1512148231267929       0.5583877563476562       0.09588752686977386      0.0009489813819527626    1.3262516260147095       0.31891536712646484      0.3209730386734009       1.0                      
5200                     6.551950172715717        681705472                0.0                      296.7918395996094        4098                     0.0                      295.3436584472656        87236                    0.20865534245967865      1.0451616048812866       -0.01884779892861843     0.17312012612819672      1.0014150142669678       9.50470712268725e-06     0.9700853228569031       0.3990231156349182       0.025355670601129532     0.994555652141571        0.999743640422821        -1.2732223272323608      1.326960802078247        0.4048997461795807       125.09618377685547       -0.5625549554824829      0.5048108100891113       0.14558376371860504      0.5601181387901306       0.09645981341600418      -0.008561864495277405    1.1052016019821167       0.31891536712646484      0.3209730386734009       1.0                      
5400                     6.79903688914246         707919872                0.0                      297.5135498046875        4097                     0.0                      295.47735595703125       87218                    0.2498530000448227       1.0882091522216797       -0.01191269513219595     0.18208618462085724      1.0024969577789307       1.7757736713974737e-05   0.9698989987373352       0.3993764817714691       0.025362206622958183     0.9946045279502869       0.999646008014679        -1.2712818384170532      1.320334792137146        0.40353551506996155      125.33548736572266       -0.5646651387214661      0.5087260007858276       0.15102112293243408      0.5631241798400879       0.09726286679506302      0.007127339951694012     1.1741821765899658       0.31891536712646484      0.3209730386734009       1.0                      
5600                     7.042764419317246        734134272                0.0                      297.513427734375         4096                     0.0                      295.8287048339844        87128                    0.28120750188827515      1.11504328250885         -0.01897626928985119     0.18080750107765198      1.0008070468902588       1.3452992789098062e-05   0.9695477485656738       0.40110522508621216      0.02537640929222107      0.994555652141571        0.9996704459190369       -1.2645227909088135      1.3088098764419556       0.4068009555339813       126.99005126953125       -0.5640770792961121      0.5149739980697632       0.14183205366134644      0.5620136260986328       0.09803607314825058      0.008382945321500301     1.2309263944625854       0.31891536712646484      0.3209730386734009       1.0                      
5800                     7.2836379749245115       760348672                0.0                      297.5562438964844        4097                     0.0                      295.9618835449219        87094                    0.3318422734737396       1.1641952991485596       -0.01800484023988247     0.18263855576515198      1.0021785497665405       1.7098225725931115e-05   0.9685596823692322       0.4018808901309967       0.025439977645874023     0.9942626953125          0.999743640422821        -1.2615450620651245      1.307458758354187        0.40737733244895935      127.72357177734375       -0.5647504925727844      0.5112075805664062       0.14400015771389008      0.5630797147750854       0.09808454662561417      0.0055786315351724625    1.1908118724822998       0.31891536712646484      0.3209730386734009       1.0                      
6000                     7.526927302810881        786563072                0.0                      297.11767578125          4096                     0.0                      295.9194641113281        87102                    -0.12074878066778183     0.7190911769866943       -0.01275136973708868     0.22793427109718323      1.0010831356048584       1.2501212950155605e-05   0.9670647978782654       0.40148550271987915      0.0254207793623209       0.9946533441543579       0.999768078327179        -1.2629138231277466      1.3051913976669312       0.4086124897003174       127.58394622802734       -0.5669032335281372      0.5088294744491577       0.1374845951795578       0.5650229454040527       0.09792855381965637      0.00658107316121459      0.9498190879821777       0.31891536712646484      0.3209730386734009       1.0                      
6200                     7.769640360143449        812777472                0.0                      297.310546875            4096                     0.0                      295.9413757324219        87065                    0.37831518054008484      1.2191747426986694       -0.023454437032341957    0.19396363198757172      1.0010677576065063       1.9460150724626146e-05   0.9657489657402039       0.40376725792884827      0.025481289252638817     0.9943603873252869       0.999621570110321        -1.2530148029327393      1.2989193201065063       0.40277132391929626      127.0374526977539        -0.5672482848167419      0.5104473233222961       0.13933725655078888      0.5649780035018921       0.09913096576929092      -0.03385134041309357     1.227468490600586        0.31891536712646484      0.3209730386734009       1.0                      
6400                     8.01418490436342         838991872                0.0                      297.85791015625          4096                     0.0                      296.0023498535156        87058                    0.3625905513763428       1.2196685075759888       -0.020350433886051178    0.17370299994945526      1.0014145374298096       1.0645718248269986e-05   0.9652738571166992       0.40289172530174255      0.025430727750062943     0.994458019733429        0.9996582269668579       -1.2571699619293213      1.301509976387024        0.405748575925827        126.77555084228516       -0.5702373385429382      0.5122536420822144       0.13421770930290222      0.5679920315742493       0.09606233239173889      -0.03566739708185196     1.2030154466629028       0.31891536712646484      0.3209730386734009       1.0                      
6600                     8.256637142631742        865206272                0.0                      297.016357421875         4097                     0.0                      295.8611755371094        87093                    0.3291389048099518       1.2091304063796997       -0.02331855706870556     0.185932919383049        1.001055121421814        1.1859795449709054e-05   0.9633884429931641       0.40375980734825134      0.0254750344902277       0.994555652141571        0.999755859375           -1.2531896829605103      1.2986679077148438       0.4024312496185303       127.39440155029297       -0.5750945210456848      0.514170229434967        0.1361543834209442       0.5727763175964355       0.0969347208738327       0.009953225031495094     1.238387942314148        0.31891536712646484      0.3209730386734009       1.0                      
6800                     8.50042938431104         891420672                0.0                      297.4151916503906        4097                     0.0                      295.7194519042969        87132                    0.11754465103149414      0.9974421858787537       -0.016027379781007767    0.20781707763671875      1.0001672506332397       1.8609176549944095e-05   0.9619596600532532       0.4031692147254944       0.025441575795412064     0.99462890625            0.999768078327179        -1.2547601461410522      1.299351453781128        0.4083910882472992       127.43260955810547       -0.5759431719779968      0.5169270038604736       0.13324116170406342      0.5738558173179626       0.09792086482048035      0.033418647944927216     1.112028956413269        0.31891536712646484      0.3209730386734009       1.0                      
7000                     8.742067472338677        917635072                0.0                      297.12347412109375       4097                     0.0                      296.2864990234375        87011                    0.26292094588279724      1.1507065296173096       -0.02144492231309414     0.18604889512062073      1.0013874769210815       1.3836183825333137e-05   0.9616883397102356       0.40497443079948425      0.02550535835325718      0.99456787109375         0.999804675579071        -1.2477606534957886      1.289211630821228        0.40608546137809753      127.51055145263672       -0.5782425999641418      0.5244814157485962       0.14387203752994537      0.5755339860916138       0.09681016951799393      0.03957529366016388      1.1973402500152588       0.31891536712646484      0.3209730386734009       1.0                      
7200                     8.984588299857245        943849472                0.0                      296.80499267578125       4097                     0.0                      296.4186096191406        86923                    0.05201829597353935      0.9336645007133484       -0.018221605569124222    0.1857757568359375       1.0018924474716187       1.3228616808191873e-05   0.9603129625320435       0.4056294560432434       0.025477034971117973     0.9947876334190369       0.999755859375           -1.2440683841705322      1.287007212638855        0.4053984582424164       127.34911346435547       -0.578314483165741       0.5236531496047974       0.13339641690254211      0.5755066871643066       0.09846346080303192      0.01698625274002552      1.0881638526916504       0.31891536712646484      0.3209730386734009       1.0                      
7400                     9.222975346843402        970063872                0.0                      297.48974609375          4096                     0.0                      296.75341796875          86884                    -0.06979570537805557     0.8359509706497192       -0.015024821273982525    0.19765929877758026      1.0017331838607788       9.875548130366951e-06    0.957904040813446        0.4064120948314667       0.025445884093642235     0.9943603873252869       0.999707043170929        -1.242295503616333       1.2845653295516968       0.40325823426246643      127.6966552734375        -0.584556519985199       0.5184887051582336       0.13390803337097168      0.581961989402771        0.09609684348106384      -0.009825393557548523    0.9991579651832581       0.31891536712646484      0.3209730386734009       1.0                      
7600                     9.462373261517948        996278272                0.0                      297.6728515625           4096                     0.0                      296.5882873535156        86918                    -0.09591279178857803     0.7991473078727722       -0.014830323867499828    0.22561340034008026      1.0002464056015015       1.201167924591573e-05    0.9557958841323853       0.4059060215950012       0.02551904134452343      0.9948974847793579       0.999646008014679        -1.2440098524093628      1.2867311239242554       0.4026200771331787       128.09690856933594       -0.5819520354270935      0.5152049660682678       0.13679437339305878      0.5792580842971802       0.09863796085119247      -0.01592530682682991     0.9667384624481201       0.31891536712646484      0.3209730386734009       1.0                      
7800                     9.702499989337392        1022492672               0.0                      297.435791015625         4096                     0.0                      296.67279052734375       86896                    0.08373811095952988      1.0016425848007202       -0.020130379125475883    0.19194184243679047      1.0009112358093262       1.6456768207717687e-05   0.9549530148506165       0.40644732117652893      0.0255544763058424       0.995104968547821        0.999462902545929        -1.240775227546692       1.2805715799331665       0.40505334734916687      128.26116943359375       -0.5860021114349365      0.5154213905334473       0.12796230614185333      0.5840249061584473       0.09799469262361526      -0.017524342983961105    1.1219754219055176       0.31891536712646484      0.3209730386734009       1.0                      
8000                     9.941339356104534        1048707072               0.0                      297.4625549316406        4097                     0.0                      296.9354248046875        86817                    -0.17010994255542755     0.7446300387382507       -0.01409342885017395     0.2121932953596115       1.0010472536087036       1.915615393954795e-05    0.9537379145622253       0.4080274999141693       0.025489777326583862     0.9948486685752869       0.9996094107627869       -1.2336041927337646      1.2715078592300415       0.4044257700443268       128.2975311279297        -0.5881568193435669      0.5201731324195862       0.12455174326896667      0.5856724977493286       0.09592217206954956      0.023781364783644676     0.9421746730804443       0.31891536712646484      0.3209730386734009       1.0                      
8200                     10.184031555917528       1074921472               0.0                      298.009521484375         4097                     0.0                      296.6127014160156        86894                    -0.0920768454670906      0.8154851198196411       -0.01624131388962269     0.21617279946804047      1.002323865890503        1.598170456418302e-05    0.9533578753471375       0.40975743532180786      0.025519633665680885     0.9941650629043579       0.9996582269668579       -1.2257674932479858      1.2659029960632324       0.40058189630508423      128.23194885253906       -0.5880216360092163      0.5249545574188232       0.14493635296821594      0.5859025120735168       0.09779929369688034      -0.0006772413616999984   0.9956819415092468       0.31891536712646484      0.3209730386734009       1.0                      
8400                     10.423433785438538       1101135872               0.0                      297.71783447265625       4097                     0.0                      296.5523681640625        86909                    -0.17895366251468658     0.7259975671768188       -0.012258856557309628    0.2365264892578125       1.003335952758789        1.4086158444115426e-05   0.9516553282737732       0.41093847155570984      0.02555800974369049      0.9945434927940369       0.999646008014679        -1.221802830696106       1.260617971420288        0.39717039465904236      127.74748992919922       -0.589477002620697       0.5258777141571045       0.14228150248527527      0.587409496307373        0.09753084927797318      0.017760779708623886     0.904102087020874        0.31891536712646484      0.3209730386734009       1.0                      
8600                     10.662337647080422       1127350272               0.0                      297.3185119628906        4097                     0.0                      296.652587890625         86891                    0.13030730187892914      1.0533682107925415       -0.023361602798104286    0.18437348306179047      1.0017709732055664       1.5393354260595515e-05   0.9497084617614746       0.41037818789482117      0.025565465912222862     0.995129406452179        0.999560534954071        -1.2236841917037964      1.2620725631713867       0.3979521095752716       127.77888488769531       -0.5903180241584778      0.5226238965988159       0.1322537213563919       0.5887516736984253       0.09709557145833969      -0.015876075252890587    1.1851519346237183       0.31891536712646484      0.3209730386734009       1.0                      
8800                     10.901165295640627       1153564672               0.0                      298.650146484375         4096                     0.0                      296.88116455078125       86837                    -0.13548119366168976     0.7983285188674927       -0.014134605415165424    0.23255157470703125      1.0012329816818237       1.616686313354876e-05    0.9484475255012512       0.4102317988872528       0.02554783783853054      0.9953979849815369       0.999743640422821        -1.2241319417953491      1.2629083395004272       0.3947918713092804       127.47344970703125       -0.5941667556762695      0.5285103917121887       0.12557581067085266      0.5920764803886414       0.09652409702539444      0.0161287784576416       0.9729033708572388       0.31891536712646484      0.3209730386734009       1.0                      
9000                     11.139484312733014       1179779072               0.0                      298.79638671875          4096                     0.0                      296.8185119628906        86831                    -0.009196204133331776    0.9255933165550232       -0.01776898466050625     0.1997833251953125       1.0013619661331177       1.803106533770915e-05    0.9472230076789856       0.4120398163795471       0.025563782081007957     0.995556652545929        0.999743640422821        -1.2155483961105347      1.2529444694519043       0.3934163749217987       126.43474578857422       -0.5954439043998718      0.5221359729766846       0.12487602233886719      0.5934157371520996       0.09800811111927032      -0.00931229256093502     1.0437278747558594       0.31891536712646484      0.3209730386734009       1.0                      
9200                     11.3790045017004         1205993472               0.0                      297.7265625              4096                     0.0                      297.0052490234375        86793                    0.021380936726927757     0.9444982409477234       -0.00966615416109562     0.19839631021022797      1.0015629529953003       1.998557308979798e-05    0.9473148584365845       0.4119679927825928       0.02557974122464657      0.994702160358429        0.999707043170929        -1.2177274227142334      1.2536143064498901       0.39630112051963806      126.8762435913086        -0.5946583151817322      0.5252242684364319       0.12879322469234467      0.592678427696228        0.09704972803592682      -0.005020147189497948    1.1275421380996704       0.31891536712646484      0.3209730386734009       1.0                      
9400                     11.616624670624732       1232207872               0.0                      297.861572265625         4096                     0.0                      297.0411071777344        86771                    -0.3953026235103607      0.5547046065330505       -0.01526661403477192     0.24488678574562073      1.0027295351028442       1.9994420654256828e-05   0.9448640942573547       0.4127498269081116       0.025596199557185173     0.9952148795127869       0.99969482421875         -1.2128926515579224      1.250711441040039        0.39848563075065613      127.19120025634766       -0.5996979475021362      0.5260871648788452       0.12482567131519318      0.596952497959137        0.09809014946222305      -0.033613499253988266    0.8293269276618958       0.31891536712646484      0.3209730386734009       1.0                      
