Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Exp_Prob                 
1100                     1.7836037571562662       144310272                154.2031707763672        296.498779296875         4096                     135.4173583984375        288.40374755859375       42924                    17.90729331970215        15.349349975585938       -0.02142604999244213     0.12031860649585724      1.000001311302185        1.1454121704446152e-05   0.5158738493919373       0.01949293352663517      1.6770031452178955       0.993316650390625        0.9368530511856079       -0.8590930104255676      0.9463174939155579       -0.3611053228378296      4.00042724609375         0.7450361251831055       0.2281964123249054       1.0                      
1200                     1.9342153137922287       157417472                152.93643188476562       296.607666015625         4096                     140.1249542236328        289.1319580078125        42830                    15.075820922851562       12.725712776184082       -0.022354712709784508    0.11113586276769638      1.0000637769699097       2.595915248093661e-05    0.47449246048927307      0.021799739450216293     1.472333550453186        0.9553802609443665       1.0                      -1.1524418592453003      1.027396559715271        -0.8049894571304321      3.7002780437469482       0.6331870555877686       0.36107879877090454      1.0                      
1300                     2.082381706105338        170524672                134.66632080078125       297.57177734375          4096                     142.155029296875         290.8484802246094        42522                    16.164064407348633       13.707991600036621       -0.017278872430324554    0.09279632568359375      1.000388264656067        1.5591349438182078e-05   0.4946707785129547       0.019642336294054985     1.2957463264465332       0.9856857657432556       0.8819961547851562       -0.986329197883606       1.0256054401397705       -1.2558231353759766      3.7660341262817383       0.6691911816596985       0.24469202756881714      1.0                      
1400                     2.232303005589379        183631872                170.58070373535156       296.6257019042969        4096                     140.7848358154297        291.3712463378906        42435                    20.682554244995117       18.19411849975586        -0.018920395523309708    0.09906158596277237      1.0003372430801392       3.306123471702449e-05    0.5014719367027283       0.019822582602500916     1.176339030265808        0.9864441156387329       0.9980422854423523       -0.9280470013618469      0.8809598088264465       -1.0558379888534546      4.41405725479126         0.7073239088058472       0.23344452679157257      1.0                      
1500                     2.392252097792096        196739072                151.30189514160156       296.769287109375         4096                     142.49314880371094       291.52081298828125       42418                    18.87494468688965        16.518484115600586       -0.018871193751692772    0.14932556450366974      1.000204086303711        1.2862255971413106e-05   0.47506609559059143      0.019288795068860054     1.0762908458709717       0.9854888916015625       0.9447998404502869       -1.0912755727767944      1.0328118801116943       -0.790399968624115       4.103821277618408        0.6743496656417847       0.3517206609249115       1.0                      
1600                     2.538704911735323        209846272                168.10308837890625       297.740478515625         4096                     145.3200225830078        292.715087890625         42196                    21.31161117553711        18.818449020385742       -0.01899385266005993     0.10519561916589737      1.0000838041305542       1.970163793885149e-05    0.5024320483207703       0.019889770075678825     1.011116862297058        0.9884414672851562       0.9811370968818665       -0.9055573344230652      0.8877386450767517       -0.9131292104721069      4.502768039703369        0.7196186780929565       0.22180093824863434      1.0                      
1700                     2.686861081255807        222953472                167.7515106201172        297.52001953125          4096                     145.13607788085938       292.9786682128906        42168                    21.455230712890625       18.98469352722168        -0.021371955052018166    0.10251464694738388      1.0001662969589233       2.8037557058269158e-05   0.49838194251060486      0.02086539752781391      0.9619477391242981       0.9873809814453125       0.9947616457939148       -0.9320789575576782      0.9174744486808777       -1.1062260866165161      4.536316394805908        0.7074548602104187       0.22638635337352753      1.0                      
1800                     2.832563955651389        236060672                148.62640380859375       298.02783203125          4096                     144.8243408203125        293.79180908203125       41990                    17.80312728881836        15.244002342224121       -0.019924301654100418    0.11465301364660263      1.0002397298812866       1.5344348867074586e-05   0.5158093571662903       0.01879665069282055      0.9056340456008911       0.9879150390625          0.9063049554824829       -0.8319465517997742      0.917636513710022        -0.7489996552467346      3.999569892883301        0.7595480680465698       0.22735674679279327      1.0                      
1900                     2.977735422650973        249167872                135.7154998779297        297.9219055175781        4097                     147.26919555664062       292.88446044921875       42192                    17.602712631225586       15.272783279418945       -0.013368180952966213    0.10173492878675461      1.000702142715454        3.9561720768688247e-05   0.4686588943004608       0.01982288248836994      0.8782330751419067       0.9770767092704773       0.904052734375           -1.1548360586166382      1.07084321975708         -2.3581433296203613      4.026140213012695        0.6013236045837402       0.28550124168395996      1.0                      
2000                     3.1185904406176674       262275072                139.6324920654297        298.1537780761719        4096                     147.15911865234375       293.77935791015625       42010                    17.081716537475586       14.420109748840332       -0.01858532428741455     0.11605224758386612      1.0003503561019897       1.3713981388718821e-05   0.5360385179519653       0.02014850452542305      0.8342251777648926       0.9923812747001648       0.9802322387695312       -0.7349130511283875      0.8371138572692871       -0.4957357347011566      3.9168128967285156       0.8284253478050232       0.22764775156974792      1.0                      
2100                     3.256619467271699        275382272                180.3617706298828        298.920654296875         4096                     146.51841735839844       294.8472900390625        41840                    27.67494773864746        25.463455200195312       -0.01726078800857067     0.08468933403491974      1.0003021955490112       0.00015233282465487719   0.44575104117393494      0.021374743431806564     0.8210964202880859       0.9814850091934204       0.9999664425849915       -1.2939655780792236      1.0556331872940063       -2.711289405822754       5.303376197814941        0.5600258111953735       0.2863073945045471       1.0                      
2200                     3.398759763240814        288489472                167.47581481933594       298.056640625            4096                     147.2056121826172        294.4310302734375        41896                    17.155611038208008       14.835832595825195       -0.01645568199455738     0.09565277397632599      1.0002259016036987       5.2316296205390245e-05   0.4672470986843109       0.02169792167842388      0.7973077297210693       0.9655410647392273       0.9983139038085938       -1.1656006574630737      1.031347632408142        -1.5262144804000854      4.071096897125244        0.6232504844665527       0.3302631676197052       1.0                      
2300                     3.538216485314899        301596672                172.3124237060547        296.6552734375           4096                     145.03529357910156       295.31072998046875       41746                    24.971586227416992       22.648534774780273       -0.018151041120290756    0.08870544284582138      1.000106692314148        3.419775748625398e-05    0.4682398736476898       0.0200932826846838       0.7836557626724243       0.9779403805732727       0.9997238516807556       -1.1172642707824707      0.94866943359375         -2.107367992401123       5.078300952911377        0.6345072984695435       0.2659146189689636       1.0                      
2400                     3.6761971012751262       314703872                156.74867248535156       298.595458984375         4096                     147.60214233398438       295.4307556152344        41729                    17.535329818725586       14.982548713684082       -0.02169860154390335     0.09018860012292862      1.0000838041305542       1.4726293557032477e-05   0.514896035194397        0.018911687657237053     0.7604244351387024       0.985668957233429        0.9175643920898438       -0.8230442404747009      0.8979319930076599       -1.002000331878662       3.96952486038208         0.7710261344909668       0.21658599376678467      1.0                      
2500                     3.818378422061602        327811072                160.84197998046875       297.911376953125         4096                     148.25                   294.9173278808594        41840                    21.103845596313477       18.733591079711914       -0.01710369624197483     0.10896148532629013      0.9999947547912598       5.1847433496732265e-05   0.47747159004211426      0.02092878147959709      0.7671007513999939       0.9873749017715454       0.9849075675010681       -1.0876647233963013      0.9512491226196289       -1.7251137495040894      4.451697826385498        0.6462679505348206       0.27096015214920044      1.0                      
2600                     3.956174880199962        340918272                175.12596130371094       297.965576171875         4096                     150.3890380859375        295.4827575683594        41745                    24.35050392150879        22.006996154785156       -0.017130807042121887    0.08760223537683487      0.9997340440750122       9.553108975524083e-05    0.4721274971961975       0.02038559690117836      0.7474632859230042       0.979901134967804        0.9969391226768494       -1.1122710704803467      0.9402236342430115       -2.082608222961426       4.92022705078125         0.6347853541374207       0.2722083330154419       1.0                      
2700                     4.096521658168899        354025472                167.3527374267578        298.12982177734375       4097                     151.52273559570312       295.1436462402344        41779                    21.21866226196289        18.70494270324707        -0.022498955950140953    0.10234680026769638      1.0004414319992065       2.862073597498238e-05    0.5072434544563293       0.018763476982712746     0.7212750315666199       0.9876419305801392       0.9444946646690369       -0.8525090217590332      0.8910171389579773       -1.0826574563980103      4.435845851898193        0.7605278491973877       0.24355150759220123      1.0                      
2800                     4.236310423546367        367132672                165.6620330810547        298.2215881347656        4098                     153.1484832763672        295.2297058105469        41781                    17.68122673034668        15.151689529418945       -0.019708331674337387    0.12605439126491547      1.0003472566604614       2.0414512619026937e-05   0.5098493695259094       0.019443731755018234     0.7159880995750427       0.9881149530410767       0.9248382449150085       -0.8954375386238098      0.8869766592979431       -0.899378776550293       4.0267462730407715       0.7513837218284607       0.26518359780311584      1.0                      
2900                     4.372605443927977        380239872                175.7543182373047        298.65673828125          4096                     155.53192138671875       295.6637268066406        41685                    23.836631774902344       21.376646041870117       -0.019246164709329605    0.10441894829273224      1.0000089406967163       4.6718225348740816e-05   0.4958455562591553       0.020404288545250893     0.7079771757125854       0.9849700927734375       0.970501720905304        -0.9527713656425476      0.9112994074821472       -1.344152569770813       4.785895824432373        0.7204818725585938       0.2723083198070526       1.0                      
3000                     4.510861134529113        393347072                178.2372283935547        297.39453125             4096                     154.98072814941406       295.4355773925781        41753                    21.72476577758789        19.49616813659668        -0.019155675545334816    0.07241974025964737      1.0005767345428467       4.6839151764288545e-05   0.44954967498779297      0.022102752700448036     0.7068471312522888       0.9839981198310852       0.9997162222862244       -1.2416715621948242      1.0718395709991455       -2.1155223846435547      4.600224494934082        0.5679795742034912       0.2665454149246216       1.0                      
3100                     4.647653093735377        406454272                186.1776123046875        298.10107421875          4096                     156.39498901367188       295.77667236328125       41671                    23.461591720581055       21.244293212890625       -0.0171614158898592      0.07654571533203125      1.0006014108657837       6.948786176508293e-05    0.44689178466796875      0.021592160686850548     0.6961840391159058       0.9784271121025085       1.0                      -1.251562476158142       1.056362509727478        -2.3536715507507324      4.77749490737915         0.5697649717330933       0.2855224013328552       1.0                      
3200                     4.782341486811638        419561472                155.54576110839844       298.3614807128906        4097                     158.2091522216797        295.8578186035156        41650                    17.03610610961914        14.7316255569458         -0.014499159529805183    0.17899475991725922      1.0000497102737427       1.8676100808079354e-05   0.46379563212394714      0.018751157447695732     0.6715388298034668       0.9676498770713806       0.9343307614326477       -1.2619092464447021      1.0590964555740356       -1.3004645109176636      4.126070499420166        0.6397373676300049       0.40619200468063354      1.0                      
3300                     4.915867208043735        432668672                143.025634765625         297.939453125            4096                     160.085205078125         296.0009765625           41635                    16.51534080505371        14.301673889160156       -0.01702301762998104     0.1309356689453125       0.9997869729995728       1.6967109331744723e-05   0.44613733887672424      0.020621884614229202     0.6926947832107544       0.9876602292060852       0.8987457156181335       -1.2581899166107178      1.158117651939392        -1.873679518699646       3.9182662963867188       0.5550860166549683       0.25816264748573303      1.0                      
3400                     5.053796779976951        445775872                158.92636108398438       297.567626953125         4096                     160.2821502685547        295.5937194824219        41702                    16.242612838745117       13.653128623962402       -0.02115032635629177     0.09990387409925461      0.9999856352806091       2.8202985049574636e-05   0.5221266150474548       0.0204673632979393       0.681476891040802        0.9930526614189148       0.9941741824150085       -0.7780179381370544      0.8695569038391113       -0.7561967372894287      3.747584104537964        0.800491988658905        0.23335598409175873      1.0                      
3500                     5.188729212813907        458883072                152.0538330078125        298.3600158691406        4097                     161.2159881591797        295.5572204589844        41699                    17.198244094848633       14.61197566986084        -0.022178437560796738    0.12459259480237961      0.9999683499336243       2.5845160052995197e-05   0.5216889381408691       0.02062172070145607      0.6799211502075195       0.9937912225723267       0.9510635733604431       -0.8199465870857239      0.8609893918037415       -0.9278216361999512      4.058192253112793        0.7768691778182983       0.23342497646808624      1.0                      
3600                     5.325584580633375        471990272                157.38819885253906       298.5576171875           4096                     159.80343627929688       296.2950439453125        41595                    14.077386856079102       11.661383628845215       -0.01836591772735119     0.132670596241951        0.999964714050293        3.991017729276791e-05    0.4868743121623993       0.02159673534333706      0.6688844561576843       0.9899124503135681       0.9756194949150085       -0.9915065169334412      0.9707431793212891       -1.0399765968322754      3.5329854488372803       0.6928843259811401       0.26094329357147217      1.0                      
3700                     5.462028976546393        485097472                151.53726196289062       298.092529296875         4096                     162.1831817626953        296.3689880371094        41585                    18.486705780029297       16.13532066345215        -0.00976967066526413     0.18807831406593323      1.000470519065857        2.4996255888254382e-05   0.4722308814525604       0.020627101883292198     0.6546015739440918       0.98858642578125         0.9524933099746704       -1.1439976692199707      1.0143659114837646       -1.4893913269042969      4.552845001220703        0.6701265573501587       0.34191086888313293      1.0                      
3800                     5.599741171863344        498204672                166.05406188964844       298.681884765625         4096                     162.6072235107422        296.1394958496094        41610                    18.714351654052734       16.291296005249023       -0.0192934088408947      0.10442199558019638      1.0003883838653564       4.737685594591312e-05    0.48846957087516785      0.021875007078051567     0.6575393080711365       0.9926773309707642       0.987469494342804        -0.9997747540473938      0.963106095790863        -1.1143465042114258      4.286697864532471        0.6729511022567749       0.2497749775648117       1.0                      
3900                     5.736489004890124        511311872                168.74842834472656       298.27294921875          4096                     160.96875                296.6311340332031        41520                    17.69637680053711        15.311095237731934       -0.016080837696790695    0.11799316853284836      1.0002444982528687       2.193225191149395e-05    0.4802720248699188       0.019463397562503815     0.6435509920120239       0.9790603518486023       0.911181628704071        -1.0223511457443237      1.0082218647003174       -1.7134989500045776      4.179487228393555        0.6713830232620239       0.27487263083457947      1.0                      
4000                     5.874704811705484        524419072                169.42880249023438       298.9638977050781        4097                     165.96229553222656       296.3131103515625        41575                    17.15764617919922        14.610284805297852       -0.02021714486181736     0.13655701279640198      1.0002316236495972       1.2849661288782954e-05   0.5135158896446228       0.02078508771955967      0.6474019885063171       0.9743072390556335       0.8854476809501648       -0.8879848718643188      0.9309952855110168       -0.9610694646835327      4.0154643058776855       0.7450253963470459       0.279212087392807        1.0                      
4100                     6.010275033844842        537526272                175.247802734375         298.23193359375          4096                     164.45126342773438       296.4161682128906        41556                    18.27090835571289        15.740022659301758       -0.020511388778686523    0.11749725788831711      1.0004149675369263       1.8509264918975532e-05   0.510278582572937        0.01929977349936962      0.6242806315422058       0.9821807742118835       0.8860321044921875       -0.8155927658081055      0.9685893058776855       -0.4970240592956543      4.13142728805542         0.7822158932685852       0.22858576476573944      1.0                      
4200                     6.152736244135433        550633472                148.70370483398438       298.264404296875         4096                     168.24325561523438       296.4640197753906        41543                    16.7880916595459         14.570475578308105       -0.01762568950653076     0.08258972316980362      1.001078724861145        9.212970326188952e-06    0.4470474421977997       0.02059120498597622      0.6344277262687683       0.992413341999054        0.9152130484580994       -1.2378038167953491      1.1687110662460327       -2.273867607116699       4.015162467956543        0.5522816181182861       0.2359173744916916       1.0                      
4300                     6.288368839489089        563740672                144.7900390625           298.1239929199219        4097                     168.19512939453125       296.6312561035156        41546                    23.648616790771484       21.500591278076172       -0.004759456496685743    0.2112686187028885       1.0004003047943115       1.549123589938972e-05    0.43055763840675354      0.02070661261677742      0.6365974545478821       0.9913787841796875       0.9289444088935852       -1.45601487159729        1.1808456182479858       -2.794149398803711       4.835726737976074        0.5072383880615234       0.2939644753932953       1.0                      
4400                     6.4255841135978695       576847872                166.50161743164062       298.27880859375          4096                     167.18942260742188       296.6907958984375        41513                    15.572097778320312       13.053465843200684       -0.02250674180686474     0.09497375786304474      1.0004037618637085       3.554649811121635e-05    0.5082275867462158       0.021630698814988136     0.6454984545707703       0.9864044189453125       0.9861465692520142       -0.8578284382820129      0.9221661686897278       -0.7668008804321289      3.7185750007629395       0.7544901371002197       0.23600849509239197      1.0                      
4500                     6.561078931954172        589955072                182.46372985839844       298.6640625              4096                     169.23394775390625       296.5932922363281        41537                    18.186376571655273       15.879938125610352       -0.01940307393670082     0.11545258015394211      1.000780463218689        3.573897265596315e-05    0.4651683270931244       0.02119050733745098      0.6226966381072998       0.985211193561554        0.943768322467804        -1.103898048400879       1.0774219036102295       -1.2381868362426758      4.279242515563965        0.6399004459381104       0.28523048758506775      1.0                      
4600                     6.695497723221779        603062272                185.2461395263672        298.8935546875           4096                     170.54396057128906       296.7703552246094        41499                    20.647714614868164       18.14109992980957        -0.020443495362997055    0.11056671291589737      1.0000876188278198       2.4305038095917553e-05   0.5054108500480652       0.020599594339728355     0.6273905634880066       0.9956527948379517       0.9555999636650085       -0.8837416768074036      0.9014517068862915       -0.793297529220581       4.369819641113281        0.7321212291717529       0.20524032413959503      1.0                      
4700                     6.832246426211463        616169472                178.75608825683594       298.965576171875         4096                     169.86065673828125       296.8232116699219        41499                    21.230846405029297       18.749828338623047       -0.020536547526717186    0.12480621784925461      1.0000020265579224       3.1891697290120646e-05   0.500311553478241        0.020082106813788414     0.6110875010490417       0.9899856448173523       0.930737316608429        -0.8934181332588196      0.9373062252998352       -0.6051110029220581      4.474966049194336        0.7495307326316833       0.27399909496307373      1.0                      
4800                     6.969965907136599        629276672                180.1956787109375        298.91357421875          4096                     171.5962371826172        296.7513732910156        41503                    17.373594284057617       14.998675346374512       -0.020520392805337906    0.08737029880285263      1.0005069971084595       2.9019540306762792e-05   0.4790877401828766       0.022157300263643265     0.6431202292442322       0.9936462640762329       0.9994903802871704       -1.0576369762420654      0.9578485488891602       -1.118743658065796       3.964313507080078        0.6488795280456543       0.24477536976337433      1.0                      
4900                     7.104662997192807        642383872                169.42076110839844       298.4375                 4096                     173.7262725830078        297.0106506347656        41471                    17.754831314086914       15.647021293640137       -0.019138051196932793    0.11309356987476349      1.000300645828247        2.2690201149089262e-05   0.42538967728614807      0.02140830270946026      0.6044816374778748       0.9794708490371704       0.9162063598632812       -1.4079598188400269      1.20127272605896         -1.8583506345748901      4.204226493835449        0.5156893730163574       0.3220198452472687       1.0                      
5000                     7.242376416458024        655491072                167.09263610839844       298.36865234375          4096                     174.7386932373047        296.89776611328125       41486                    17.400501251220703       15.134355545043945       -0.01603076234459877     0.14881134033203125      0.9999589920043945       2.4447168470942415e-05   0.4564354419708252       0.021461009979248047     0.6079005599021912       0.9908782839775085       0.8875091671943665       -1.1939274072647095      1.093544840812683        -1.7510731220245361      4.1436076164245605       0.5801094770431519       0.24115119874477386      1.0                      
5100                     7.378665848374367        668598272                165.5462646484375        298.62451171875          4096                     176.91664123535156       296.7246398925781        41507                    17.92201042175293        15.485211372375488       -0.018280839547514915    0.10489349812269211      1.0002187490463257       2.614633194752969e-05    0.49101611971855164      0.021134234964847565     0.6065656542778015       0.9959564208984375       0.9328674674034119       -0.9393051266670227      0.9967708587646484       -1.3239957094192505      4.118020057678223        0.6927038431167603       0.17147883772850037      1.0                      
5200                     7.51627712170283         681705472                189.63656616210938       298.294189453125         4096                     175.9099578857422        296.8582763671875        41502                    17.434690475463867       15.116786003112793       -0.020973052829504013    0.06878967583179474      1.0007048845291138       6.675971962977201e-05    0.467774361371994        0.02222689613699913      0.6123405694961548       0.988934338092804        0.9998871088027954       -1.0643510818481445      1.050187110900879        -0.9982036352157593      3.9706904888153076       0.6466920375823975       0.2679674029350281       1.0                      
5300                     7.686803545554479        694812672                187.45904541015625       298.76934814453125       4097                     177.44894409179688       296.75762939453125       41511                    18.075841903686523       15.599326133728027       -0.023166904225945473    0.08397980034351349      1.0002837181091309       4.37563139712438e-05     0.4999363124370575       0.02145266719162464      0.5979751944541931       0.9945220947265625       0.989215075969696        -0.8790273666381836      0.9526607394218445       -0.6621689796447754      4.078339576721191        0.7284951210021973       0.21805310249328613      1.0                      
5400                     7.862665090163548        707919872                171.78524780273438       298.112548828125         4096                     178.56654357910156       296.64935302734375       41521                    18.685508728027344       16.27718734741211        -0.024597100913524628    0.1008758544921875       1.000236988067627        4.097584678675048e-05    0.4865841567516327       0.021538227796554565     0.5816012620925903       0.9856094717979431       0.9673507809638977       -0.970175564289093       0.965049684047699        -0.999626100063324       4.264509677886963        0.6945260763168335       0.24780604243278503      1.0                      
5500                     8.034978493319617        721027072                183.82777404785156       299.23779296875          4096                     176.5584259033203        296.8794250488281        41474                    14.843681335449219       12.584391593933105       -0.02062680386006832     0.09151001274585724      0.9998856782913208       4.790017192135565e-05    0.4559832513332367       0.022267131134867668     0.5883207321166992       0.9909408688545227       0.9999618530273438       -1.150262713432312       1.0663026571273804       -1.1723761558532715      3.6207828521728516       0.607490599155426        0.2758253812789917       1.0                      
5600                     8.20897810962465         734134272                167.68348693847656       298.568115234375         4096                     178.28392028808594       296.4552917480469        41605                    20.562700271606445       18.54071807861328        0.01274987030774355      0.3697097897529602       1.00014066696167         3.2823856599861756e-05   0.4018464982509613       0.020608756691217422     0.576115071773529        0.9841369986534119       0.9618865847587585       -1.8081213235855103      1.275921106338501        -1.7503576278686523      4.7013773918151855       0.4921737015247345       0.42446598410606384      1.0                      
5700                     8.385949851406945        747241472                175.47325134277344       299.01806640625          4097                     178.92123413085938       296.86724853515625       41498                    17.584653854370117       15.189013481140137       -0.020567448809742928    0.12012939900159836      1.0005295276641846       4.2882376874331385e-05   0.48324137926101685      0.021113907918334007     0.5669485330581665       0.990386962890625        0.9432724118232727       -0.9894214868545532      1.009726881980896        -0.7138354778289795      4.007715225219727        0.680627703666687        0.2578795850276947       1.0                      
5800                     8.56120498749945         760348672                200.86256408691406       298.941650390625         4096                     177.50807189941406       297.09423828125          41449                    20.404024124145508       18.287378311157227       -0.019158637151122093    0.07955322414636612      1.000801682472229        4.5770495489705354e-05   0.4271605908870697       0.02204800769686699      0.5732380747795105       0.9808120727539062       0.999987781047821        -1.299162745475769       1.1544065475463867       -1.9235137701034546      4.420435428619385        0.5339792370796204       0.25832071900367737      1.0                      
5900                     8.728121773468123        773455872                190.10203552246094       298.70361328125          4096                     178.867431640625         296.9123840332031        41493                    18.216556549072266       16.01259422302246        -0.021022537723183632    0.07845764607191086      1.0003217458724976       3.5858367482433096e-05   0.44499704241752625      0.022530708461999893     0.5801371335983276       0.983929455280304        0.9998138546943665       -1.2151461839675903      1.0977669954299927       -1.378646731376648       4.134062767028809        0.577826976776123        0.2823423147201538       1.0                      
6000                     8.87070286532243         786563072                172.70590209960938       299.257568359375         4096                     181.332275390625         297.0846252441406        41448                    17.5404109954834         15.2792329788208         -0.016190364956855774    0.13661347329616547      0.9996981620788574       3.6034882214153185e-05   0.4554729461669922       0.022479696199297905     0.5718511939048767       0.9967880249023438       0.9869278073310852       -1.1813219785690308      1.0643867254257202       -1.5403468608856201      4.20512580871582         0.6034159064292908       0.262670636177063        1.0                      
6100                     9.00641638841894         799670272                179.5745849609375        298.43994140625          4096                     180.93746948242188       297.16949462890625       41439                    16.343093872070312       13.962541580200195       -0.021685125306248665    0.09889679402112961      1.0001190900802612       3.6131652450421825e-05   0.4804476797580719       0.022019492462277412     0.5643318891525269       0.9945816397666931       0.9947189688682556       -0.9833154678344727      1.0093907117843628       -0.7292250394821167      3.809610366821289        0.6960203647613525       0.26178106665611267      1.0                      
