Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Disc_Loss                Disc_Grad_Penalty        Disc_Logit_Loss          Disc_Agent_Acc           Disc_Demo_Acc            Disc_Agent_Logit         Disc_Demo_Logit          Adv_Mean                 Adv_Std                  Disc_Reward_Mean         Disc_Reward_Std          Exp_Prob                 
0                        0.05128533621629079      131072                   5.777629852294922        35.17509078979492        8789                     4.871459484100342        25.253864288330078       1682                     62.3229866027832         12.649286270141602       -0.0031475217547267675   0.03186645731329918      0.9999741911888123       0.0                      9.935370445251465        1.5363248586654663       169.5034637451172        0.8919662833213806       0.7861053347587585       -0.9133397340774536      0.3411918580532074       3.4038987159729004       2.3009841442108154       0.7203792333602905       0.7176740169525146       1.0                      
100                      0.20455155518319873      13238272                 6.861485481262207        36.696449279785156       8677                     6.719630718231201        38.21940231323242        340706                   7.53809118270874         0.4854535162448883       -0.007494758348912001    0.08138122409582138      0.9998064041137695       0.0                      1.4120265245437622       0.07147613912820816      83.5126953125            0.8815399408340454       1.0                      -3.6055679321289062      1.936195969581604        -0.022752854973077774    0.6992707252502441       0.40270233154296875      0.8347459435462952       1.0                      
200                      0.3589176944229338       26345472                 7.5662455558776855       41.71509552001953        10530                    7.810153961181641        40.40394973754883        321966                   6.80358362197876         1.5303324460983276       -0.004940814804285765    0.07496795803308487      1.0002492666244507       0.0                      1.0556384325027466       0.049228496849536896     49.31319046020508        0.8856216669082642       1.0                      -1.5897670984268188      1.3060336112976074       -0.013004837557673454    1.2426871061325073       0.5882372856140137       0.6252527236938477       1.0                      
300                      0.5137254314290153       39452672                 8.400272369384766        45.03296661376953        11708                    8.31883430480957         45.562801361083984       285285                   6.116157054901123        1.9713853597640991       -0.0036667194217443466   0.05120849609375         1.0002100467681885       0.0                      0.8296878933906555       0.03908136487007141      28.923566818237305       0.894287109375           1.0                      -1.5427414178848267      1.1557332277297974       -0.006597832310944796    1.410200595855713        0.639622151851654        0.5906338095664978       1.0                      
400                      0.6698456741703881       52559872                 8.808732986450195        49.73442459106445        13596                    8.958291053771973        48.12747573852539        269853                   5.781094074249268        2.3484950065612793       -0.0030856411904096603   0.0544281005859375       1.000115156173706        0.0                      0.6871366500854492       0.027832528576254845     17.311656951904297       0.893475353717804        0.9993423819541931       -1.3688404560089111      1.0291556119918823       -0.01663898676633835     1.538284182548523        0.7013328075408936       0.5788952112197876       1.0                      
500                      0.8287882583008872       65667072                 14.415359497070312       107.02784729003906       7432                     10.295371055603027       60.01531982421875        212783                   9.19074821472168         6.167184829711914        -0.004038813058286905    0.04962158203125         1.000296711921692        0.0                      0.6055203676223755       0.024064859375357628     10.545578002929688       0.9372391104698181       0.9938324093818665       -1.151259183883667       1.008248209953308        0.11591427028179169      2.495972156524658        0.6938104629516602       0.4688560366630554       1.0                      
600                      0.9873027947213915       78774272                 17.148929595947266       142.9611358642578        5919                     18.543092727661133       148.87245178222656       84424                    8.907750129699707        6.279063701629639        -0.005390520673245192    0.07366943359375         0.9999500513076782       0.0                      0.5268155932426453       0.02462596818804741      6.843111515045166        0.9523956179618835       0.9945282340049744       -1.3261916637420654      1.1019378900527954       -1.1194778680801392      2.626370429992676        0.5579588413238525       0.4308367073535919       1.0                      
700                      1.1471591884560055       91881472                 21.712970733642578       191.8428955078125        4831                     21.847076416015625       186.6337890625           67264                    9.596881866455078        7.066746711730957        -0.00380384991876781     0.07446136325597763      1.0002995729446411       4.1298608266515657e-07   0.5067879557609558       0.01962336152791977      4.686496734619141        0.9616622924804688       0.9212585687637329       -1.0841163396835327      1.1208937168121338       -1.1504137516021729      2.745713710784912        0.6382445096969604       0.37823331356048584      1.0                      
800                      1.3078504051764805       104988672                26.681676864624023       234.30845642089844       4367                     25.701953887939453       221.93743896484375       56405                    9.68151569366455         7.107972621917725        -0.020948659628629684    0.20279236137866974      1.000246524810791        2.2457929560459888e-07   0.5188986659049988       0.01866842806339264      3.4397647380828857       0.9697662591934204       0.9754242300987244       -0.8681812286376953      1.0373648405075073       0.10555557161569595      2.7184131145477295       0.7772350311279297       0.33486536145210266      1.0                      
900                      1.4674512765142653       118095872                29.178224563598633       246.40185546875          4280                     29.06635093688965        243.68077087402344       51518                    10.358144760131836       7.932114601135254        -0.015748754143714905    0.14773713052272797      1.000128149986267        7.849945404814207e-07    0.4883555471897125       0.019685816019773483     2.6749322414398193       0.9742493033409119       0.9980880618095398       -1.053048014640808       1.0393539667129517       -0.6544135808944702      3.096857786178589        0.6773170232772827       0.29233184456825256      1.0                      
