Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Adv_Mean                 Adv_Std                  Exp_Prob                 
1100                     1.4813310182094575       144310272                192.66213989257812       280.59844970703125       4114                     121.63272094726562       203.27471923828125       61705                    18.92530059814453        18.94491195678711        -0.019608397036790848    0.08985443413257599      0.999433696269989        4.197402958538987e-08    0.11829106509685516      4.4032793045043945       1.0                      
1200                     1.6168715151813295       157417472                197.28146362304688       279.77178955078125       4119                     155.45274353027344       252.46585083007812       49570                    11.29315185546875        11.324115753173828       -0.03096333146095276     0.09320678561925888      0.9998142123222351       3.998658737458527e-09    0.022574499249458313     3.3854780197143555       1.0                      
1300                     1.751738138463762        170524672                204.66311645507812       280.3078308105469        4116                     170.65037536621094       267.6177062988281        46539                    6.139214992523193        6.166369438171387        -0.02715357020497322     0.08674468845129013      1.0001648664474487       0.0                      0.055679358541965485     2.5023539066314697       1.0                      
1400                     1.885267169210646        183631872                212.15858459472656       280.2424621582031        4108                     180.0279998779297        272.15283203125          45650                    6.107598304748535        6.136998653411865        -0.029401544481515884    0.08622131496667862      1.0001877546310425       0.0                      -0.004821192938834429    2.4580187797546387       1.0                      
1500                     2.017263970706198        196739072                218.7964324951172        281.1615295410156        4112                     186.5637664794922        273.825439453125         45328                    3.7284018993377686       3.7525508403778076       -0.024147866293787956    0.08587036281824112      0.9997822046279907       6.992004308870037e-09    0.00693309772759676      1.9568662643432617       1.0                      
1600                     2.1480754600630867       209846272                226.3173065185547        284.1593933105469        4109                     192.4267120361328        275.9855651855469        44943                    3.3198440074920654       3.342390537261963        -0.02254648320376873     0.09109955281019211      1.0002058744430542       0.0                      0.06920245289802551      1.8184804916381836       1.0                      
1700                     2.2782997179693645       222953472                237.18504333496094       293.8601989746094        4099                     198.6000518798828        279.4152526855469        44382                    4.7862348556518555       4.8158955574035645       -0.029660293832421303    0.0841217041015625       1.0001543760299683       0.0                      0.01813160628080368      2.215869903564453        1.0                      
1800                     2.4075821815596687       236060672                242.74453735351562       295.94775390625          4097                     204.14707946777344       282.817626953125         43800                    2.612812042236328        2.627248525619507        -0.014436550438404083    0.08590850979089737      0.999964714050293        0.0                      0.02963339537382126      1.6438416242599487       1.0                      
1900                     2.536771041419771        249167872                246.0358123779297        295.1456604003906        4099                     209.78936767578125       286.8564758300781        43122                    2.0231194496154785       2.0425240993499756       -0.019404742866754532    0.08566436916589737      1.0002614259719849       0.0                      0.025431901216506958     1.4303929805755615       1.0                      
2000                     2.664586948487494        262275072                247.56353759765625       294.74444580078125       4097                     214.05979919433594       289.31463623046875       42719                    3.5686824321746826       3.5951085090637207       -0.02642584778368473     0.08255157619714737      1.0002877712249756       0.0                      -0.02381138876080513     1.9231213331222534       1.0                      
2100                     2.7921508034070333       275382272                250.33656311035156       295.47015380859375       4097                     217.601318359375         290.9615173339844        42449                    1.927474856376648        1.9451357126235962       -0.017660904675722122    0.07987213134765625      0.9998856782913208       0.0                      -0.022863224148750305    1.3993315696716309       1.0                      
2200                     2.918684731258286        288489472                254.87962341308594       297.958740234375         4096                     220.8625030517578        292.41827392578125       42210                    1.4552339315414429       1.4666370153427124       -0.011403343640267849    0.09072723239660263      0.9992005228996277       0.0                      0.029166389256715775     1.217416763305664        1.0                      
2300                     3.0442718989319273       301596672                256.5689392089844        298.21697998046875       4097                     223.28175354003906       292.9573669433594        42121                    1.359139323234558        1.3826395273208618       -0.023500259965658188    0.083709716796875        1.000115156173706        5.146776160813715e-08    -0.003246149979531765    1.199691653251648        1.0                      
2400                     3.1688376556502447       314703872                259.5552978515625        299.234130859375         4096                     226.4566650390625        294.77294921875          41820                    0.6784279346466064       0.6909593939781189       -0.012531394138932228    0.08969574421644211      0.9998683929443359       1.550786998816278e-10    0.005572181660681963     0.8368551731109619       1.0                      
2500                     3.2922303858068256       327811072                261.1269226074219        299.721435546875         4096                     228.0225372314453        294.7679748535156        41811                    0.7444202899932861       0.756746232509613        -0.012325857765972614    0.09234619140625         0.9999049305915833       4.794348384962177e-08    -0.02507125213742256     0.886296272277832        1.0                      
2600                     3.415796060363452        340918272                262.67938232421875       299.5161437988281        4096                     230.19174194335938       295.4864196777344        41698                    1.1613484621047974       1.1762075424194336       -0.014859028160572052    0.08106384426355362      1.000119686126709        2.0457319749311864e-07   -0.003938008565455675    1.0972951650619507       1.0                      
2700                     3.538210525777605        354025472                264.06317138671875       299.58349609375          4096                     232.4178924560547        296.5380554199219        41530                    0.8504846692085266       0.8660677075386047       -0.015583083033561707    0.08999481052160263      0.999661922454834        1.8657976497138407e-08   0.00512840086594224      0.9311781525611877       1.0                      
2800                     3.6598882767889234       367132672                263.924072265625         298.5411071777344        4097                     234.09317016601562       296.9928283691406        41454                    1.1357604265213013       1.151771068572998        -0.016010623425245285    0.08508606255054474      1.0000355243682861       4.786909357790137e-07    0.0004063654923811555    1.0810648202896118       1.0                      
2900                     3.7809386248058745       380239872                265.62371826171875       299.374267578125         4096                     235.50584411621094       297.2709655761719        41405                    0.43374305963516235      0.44394347071647644      -0.0102004399523139      0.10191650688648224      0.999576985836029        7.69646646858746e-07     -0.0008006825810298324   0.6737181544303894       1.0                      
3000                     3.902275110615624        393347072                265.5832214355469        298.47119140625          4096                     236.74240112304688       297.49603271484375       41383                    0.9312065243721008       0.9422885179519653       -0.011082245968282223    0.08680420368909836      1.0000885725021362       3.080368287555757e-06    0.0028510303236544132    0.9902294278144836       1.0                      
3100                     4.0225233260790505       406454272                266.8834228515625        299.096435546875         4096                     237.95387268066406       297.795166015625         41324                    0.5942176580429077       0.6037269234657288       -0.009509176015853882    0.08948822319507599      0.9995838403701782       5.128615612193244e-06    0.008896343410015106     0.79659104347229         1.0                      
3200                     4.142714505063163        419561472                267.5921325683594        299.306884765625         4096                     239.17681884765625       298.111572265625         41276                    0.7200158834457397       0.7371589541435242       -0.01714307628571987     0.08240204304456711      0.9997944831848145       3.1104825666261604e-06   0.012634115293622017     0.860995352268219        1.0                      
3300                     4.261794785194927        432668672                268.0734558105469        299.029541015625         4096                     240.26995849609375       298.1839294433594        41253                    0.5612882971763611       0.570502758026123        -0.009214497171342373    0.08333282917737961      0.9998767971992493       2.1317061964509776e-06   0.015746640041470528     0.7816376090049744       1.0                      
3400                     4.380628578331735        445775872                268.99444580078125       299.5139465332031        4096                     241.20729064941406       298.3351135253906        41235                    0.48397478461265564      0.4958379864692688       -0.011863302439451218    0.0915985107421875       0.9997565150260925       3.555747071004589e-06    0.013172532431781292     0.7146087288856506       1.0                      
3500                     4.499175306359927        458883072                269.63385009765625       299.5141906738281        4096                     241.9915313720703        298.34228515625          41234                    0.30492186546325684      0.3078632056713104       -0.002941312501206994    0.10229950398206711      0.9997057318687439       2.462805014147307e-06    0.010241144336760044     0.5707595348358154       1.0                      
3600                     4.618799315558539        471990272                270.56805419921875       299.861083984375         4096                     242.82614135742188       298.39111328125          41224                    0.2466057538986206       0.2536226511001587       -0.007016955409198999    0.11814727634191513      0.9999610185623169       2.493053671059897e-06    0.006415676325559616     0.5080040097236633       1.0                      
3700                     4.737426247331832        485097472                271.1258850097656        299.7920227050781        4096                     243.66452026367188       298.4133605957031        41218                    0.2054198831319809       0.2129450887441635       -0.007525201886892319    0.11308441311120987      0.9999911189079285       5.371317001845455e-06    0.0010618045926094055    0.47048699855804443      1.0                      
3800                     4.856296259098583        498204672                271.1820373535156        299.72216796875          4096                     244.23495483398438       298.3489990234375        41231                    0.31954193115234375      0.33459407091140747      -0.015052174217998981    0.09807586669921875      0.9996919631958008       5.324169706000248e-06    -0.00440067145973444     0.589756965637207        1.0                      
3900                     4.974147400988473        511311872                271.521484375            299.0986328125           4096                     245.1399688720703        298.5920104980469        41191                    0.24431000649929047      0.25765156745910645      -0.013341578654944897    0.10745697468519211      0.9997739195823669       4.176139555056579e-06    0.002145147882401943     0.5159081220626831       1.0                      
4000                     5.092401121589873        524419072                272.49554443359375       299.6533508300781        4096                     246.2035369873047        298.8910827636719        41138                    0.49637213349342346      0.5051087737083435       -0.00873663928359747     0.09149780124425888      0.9993746876716614       2.1557848413067404e-06   -0.00079178879968822     0.7120807766914368       1.0                      
4100                     5.210337048305406        537526272                272.98681640625          299.72265625             4096                     246.8922882080078        298.84857177734375       41155                    0.5461857318878174       0.563970685005188        -0.017784951254725456    0.08121795952320099      0.9998316764831543       8.131849426717963e-06    -0.009934499859809875    0.7689942121505737       1.0                      
4200                     5.328032570613755        550633472                272.8825988769531        299.2373046875           4096                     247.54368591308594       298.9609069824219        41129                    0.16216185688972473      0.17235635221004486      -0.010194477625191212    0.11917572468519211      1.000220537185669        4.251350674167043e-06    0.0063806320540606976    0.4222416281700134       1.0                      
4300                     5.445493970513343        563740672                274.33258056640625       299.9304504394531        4096                     248.3359832763672        299.1614685058594        41102                    0.7241495847702026       0.7433502674102783       -0.019200606271624565    0.07022552937269211      1.0003297328948975       8.537871508451644e-06    -0.018522806465625763    0.8700435161590576       1.0                      
4400                     5.5616974231931895       576847872                274.3790283203125        300.0                    4096                     248.9053192138672        299.2410888671875        41087                    0.126482293009758        0.13371562957763672      -0.0072333128191530704   0.12925568222999573      0.9999524354934692       1.1021320460713468e-05   0.010141601786017418     0.36804619431495667      1.0                      
4500                     5.676987577279409        589955072                274.6552734375           299.9306945800781        4096                     249.4836883544922        299.31988525390625       41074                    0.1085410937666893       0.11302423477172852      -0.004483125172555447    0.14310608804225922      0.9995225071907043       5.909632363909623e-06    0.010172806680202484     0.33705082535743713      1.0                      
4600                     5.792130878170331        603062272                274.8775634765625        299.861328125            4096                     250.054931640625         299.3736877441406        41068                    0.5082184076309204       0.5229966044425964       -0.0147782564163208      0.08123474568128586      0.9996255040168762       2.3582593712490052e-05   -0.010672252625226974    0.7268931269645691       1.0                      
4700                     5.906697711017396        616169472                275.408447265625         300.0                    4096                     250.63075256347656       299.41015625             41058                    0.3840274512767792       0.3935917019844055       -0.00956425629556179     0.08900604397058487      0.9999094009399414       6.419400051527191e-06    0.0023480290547013283    0.6320799589157104       1.0                      
4800                     6.020772375994259        629276672                275.8760681152344        300.0                    4096                     251.24685668945312       299.45361328125          41048                    0.1497548669576645       0.16160890460014343      -0.011853998526930809    0.10537109524011612      0.9999417662620544       5.835668616782641e-06    0.008331249468028545     0.40376967191696167      1.0                      
4900                     6.1342497667339115       642383872                276.43353271484375       300.0                    4096                     251.92938232421875       299.5304260253906        41033                    0.10017695277929306      0.1041167750954628       -0.00393982557579875     0.12785033881664276      0.9999422430992126       4.245237050781725e-06    0.011414414271712303     0.3302879333496094       1.0                      
5000                     6.248954965604677        655491072                276.31439208984375       300.0                    4096                     252.28073120117188       299.4858703613281        41044                    0.9057812690734863       0.9224724769592285       -0.016691051423549652    0.06912078708410263      1.0002235174179077       2.4286298412334872e-06   -0.011687040328979492    0.9618217945098877       1.0                      
5100                     6.362822709149785        668598272                276.64990234375          300.0                    4096                     252.67344665527344       299.4642028808594        41044                    0.5158926248550415       0.5330022573471069       -0.017109708860516548    0.0829620361328125       0.9998877644538879       5.195644462219207e-06    -0.011656319722533226    0.7417786121368408       1.0                      
5200                     6.476614522404141        681705472                276.95513916015625       300.0                    4096                     253.21112060546875       299.55767822265625       41034                    0.10531151294708252      0.11480899155139923      -0.00949748046696186     0.1294906586408615       1.0000988245010376       4.034296125610126e-06    0.008834904059767723     0.3396989107131958       1.0                      
5300                     6.590917369458411        694812672                277.21392822265625       300.0                    4096                     253.65357971191406       299.57177734375          41031                    0.09055254608392715      0.10016068071126938      -0.009608108550310135    0.11469574272632599      0.9995757937431335       3.948003268305911e-06    0.0035078558139503       0.32009416818618774      1.0                      
5400                     6.70431817346149         707919872                277.8916015625           300.0                    4096                     254.1621551513672        299.5802307128906        41028                    0.12675708532333374      0.13658113777637482      -0.009824066422879696    0.11252441257238388      1.0002822875976562       8.395181794185191e-06    0.0014302452327683568    0.37393394112586975      1.0                      
5500                     6.818014493783315        721027072                277.95257568359375       300.0                    4096                     254.445556640625         299.49810791015625       41043                    0.2794131338596344       0.29648056626319885      -0.017067451030015945    0.08638763427734375      1.0002130270004272       4.362071649666177e-06    -0.003008370753377676    0.5585424304008484       1.0                      
5600                     6.931571666134729        734134272                278.1839599609375        300.0                    4096                     254.95745849609375       299.62451171875          41022                    0.1176440492272377       0.1288297176361084       -0.011185671202838421    0.10956878960132599      0.9994032979011536       6.5350636759831104e-06   -0.0002332536969333887   0.3590168058872223       1.0                      
5700                     7.0447639495134355       747241472                278.67352294921875       300.0                    4096                     255.3108367919922        299.6476745605469        41017                    0.1790534108877182       0.18687105178833008      -0.007817676290869713    0.10124053806066513      0.9995760321617126       1.1717703273461666e-05   0.0024405792355537415    0.4495733678340912       1.0                      
5800                     7.157653944161203        760348672                278.5177917480469        300.0                    4096                     255.77120971679688       299.77191162109375       40998                    0.07395341247320175      0.08117074519395828      -0.007217345293611288    0.13145752251148224      0.9996007084846497       3.1133502034208504e-06   0.002069119131192565     0.2860000729560852       1.0                      
5900                     7.270494988560676        773455872                278.86126708984375       300.0                    4096                     256.0396728515625        299.75091552734375       41003                    0.08125921338796616      0.09125339984893799      -0.009994187392294407    0.12076568603515625      0.9995817542076111       3.627116257121088e-06    0.006810987368226051     0.31091564893722534      1.0                      
6000                     7.383310290839937        786563072                279.2242126464844        300.0                    4096                     256.47027587890625       299.72088623046875       41006                    0.07981995493173599      0.08615582436323166      -0.0063358815386891365   0.11941986531019211      0.9997183680534363       1.3497231520886999e-05   0.004939875099807978     0.2963692545890808       1.0                      
6100                     7.4955748349428175       799670272                279.5190734863281        300.0                    4096                     256.8564758300781        299.7697448730469        41000                    0.34776878356933594      0.3570224642753601       -0.009253673255443573    0.07716064900159836      0.999666690826416        1.2883426279586274e-05   0.0033513878006488085    0.6081775426864624       1.0                      
6200                     7.608105155759388        812777472                279.8141174316406        300.0                    4096                     257.1654357910156        299.72998046875          41005                    0.07517945021390915      0.07673472166061401      -0.0015552672557532787   0.13344421982765198      0.9998763203620911       5.335004516382469e-06    0.010825475677847862     0.2782747447490692       1.0                      
6300                     7.720337104201317        825884672                279.92138671875          300.0                    4096                     257.4951171875           299.7532043457031        40997                    0.08022838085889816      0.08731314539909363      -0.0070847705937922      0.11500702053308487      0.9997720718383789       8.195326699933503e-06    0.00305255688726902      0.2998221218585968       1.0                      
6400                     7.832559180193477        838991872                280.02880859375          300.0                    4096                     257.86083984375          299.8011779785156        40994                    0.2523978054523468       0.2634129524230957       -0.011015134863555431    0.09767761081457138      0.999870777130127        5.688592409569537e-06    -0.0015236908802762628   0.5149734616279602       1.0                      
6484                     7.9277380658520595       850001920                280.4129943847656        300.0                    4096                     258.0860900878906        299.7911682128906        32803                    0.06099942326545715      0.07050706446170807      -0.009507636539638042    0.13285218179225922      0.999593198299408        5.3134931476961356e-06   0.0009080743184313178    0.26574867963790894      1.0                      
